dr_no,date_occ,date_rptd,time_occ,area_name,latitude,longitude,rpt_dist_no,mocodes,vict_age,vict_sex,vict_descent,premis_cd,location,cross_street,TMAX,TMIN,PRCP
190113927,2019-05-19,2019-05-20,02:54,downtown,34.053,-118.2548,0142,"{3101,3401,3701,3004,3801,3036,1501}",29,F,Hispanic,101,4TH,FLOWER,18.3,11.1,5.3
190113936,2019-05-19,2019-05-19,10:15,downtown,34.0442,-118.2439,0147,"{3101,3401,3701,3003,3026,3036,1218}",52,M,Black,101,SAN_PEDRO,5TH,18.3,11.1,5.3
190113949,2019-05-19,2019-05-19,10:15,downtown,34.0503,-118.2504,0143,"{3101,3401,3701,3004,3030,3036,1501}",59,M,Other,101,4TH,HILL,18.3,11.1,5.3
190113950,2019-05-18,2019-05-19,00:30,downtown,34.0438,-118.2416,0148,"{3101,3401,3701,3003,3024,3036,1501}",41,F,Black,101,CENTRAL,CERES,22.2,13.3,0.3
190113954,2019-05-19,2019-05-19,06:45,downtown,34.0571,-118.2318,0119,"{3101,3401,3701,3006,3030}",31,F,White,101,CLARA_ST,VIGNES_ST,18.3,11.1,5.3
190113987,2019-05-20,2019-05-20,09:15,downtown,34.0627,-118.2463,0111,"{3101,3401,3701,3004,3034,3002}",30,M,Hispanic,101,CESAR_CHAVEZ_AV,N_BUNKER_HILL_AV,20.6,12.2,0
190113995,2019-05-20,2019-05-20,07:30,downtown,34.0582,-118.2387,0111,"{3101,3401,3701,3004,3030,3036}",60,M,Hispanic,101,CESAR_CHAVEZ_AV,N_SPRING_ST,20.6,12.2,0
190114002,2019-05-20,2019-05-20,10:20,downtown,34.0382,-118.2384,0159,"{3101,3401,3701,3012,3034}",40,F,Hispanic,101,6TH_ST,ALAMEDA_ST,20.6,12.2,0
190114083,2019-05-18,2019-05-18,18:15,downtown,34.0493,-118.2418,0138,"{3101,3401,3701,3004,3030}",42,F,Hispanic,101,2ND_ST,SAN_PEDRO,22.2,13.3,0.3
190114084,2019-05-19,2019-05-19,12:00,downtown,34.0568,-118.2426,0112,"{3101,3401,3701,3003,3026,3036}",31,F,White,101,ALISO,SPRING_ST,18.3,11.1,5.3
190114094,2019-05-21,2019-05-21,09:05,downtown,34.0564,-118.2498,0132,"{3101,3401,3701,3004,3026}",57,F,Other Asian,101,1ST_ST,HOPE_ST,19.4,14.4,0
190114105,2019-05-21,2019-05-21,14:10,downtown,34.0312,-118.2615,0195,"{3101,3401,3701,3004,3034}",49,M,Hispanic,101,18TH_ST,LOS_ANGELES_ST,19.4,14.4,0
190114112,2019-05-21,2019-05-21,12:15,downtown,34.0344,-118.272,0192,"{3101,3401,3701,3004,3026,3036}",19,F,Hispanic,101,FIGUEROA_ST,WASHINGTON_BL,19.4,14.4,0
190114113,2019-05-21,2019-05-21,14:55,downtown,34.0481,-118.2542,0152,"{1501,3101,3401,3701,3004,3030}",64,M,Black,102,OLIVE_ST,6TH_ST,19.4,14.4,0
190114115,2019-05-21,2019-05-21,11:27,downtown,34.0514,-118.2451,0124,"{3101,3401,3701,3009,3025,3036}",33,M,White,101,2ND,MAIN,19.4,14.4,0
190114118,2019-05-21,2019-05-21,16:25,downtown,34.0477,-118.2393,0128,"{3101,3401,3701,3004,3030}",40,F,Hispanic,101,CENTRAL_AV,2ND_ST,19.4,14.4,0
190114119,2019-05-21,2019-05-21,16:00,downtown,34.0583,-118.2378,0111,"{3101,3401,3701,3004,3025}",49,F,White,101,MAIN_ST,CESAR_E_CHAVEZ_AV,19.4,14.4,0
190114163,2019-05-22,2019-05-22,09:45,downtown,34.0571,-118.2422,0111,"{3101,3401,3701,3004,3030}",27,M,White,101,BROADWAY,ARCADIA_ST,20,13.3,1
190114179,2019-05-22,2019-05-22,10:00,downtown,34.0551,-118.2545,0132,"{3101,3401,3701,3004,3030}",27,M,Hispanic,101,3RD_ST,FIGUEROA_ST,20,13.3,1
190114197,2019-05-22,2019-05-22,13:55,downtown,34.0357,-118.2563,0185,"{3101,3401,3701,3003,3026}",41,M,Black,101,MAPLE_AV,12TH_ST,20,13.3,1
190114203,2019-05-22,2019-05-22,16:40,downtown,34.0416,-118.2584,0185,"{3101,3401,3701,3004,3026,0947}",57,F,Black,101,OLYMPIC_BL,HILL_ST,20,13.3,1
190114204,2019-05-22,2019-05-22,17:35,downtown,34.0525,-118.2397,0127,"{3101,3401,3701,3004,3034,0910,3036}",20,M,Black,101,TEMPLE,LOS_ANGELES_ST,20,13.3,1
190114206,2019-05-17,2019-05-17,16:45,downtown,34.0402,-118.2329,0159,"{0605,3101,3401,3701,3004,3030}",40,M,Other,101,MATEO_ST,PALMETTO_ST,22.2,12.2,0
190114207,2019-05-22,2019-05-22,16:10,downtown,34.0615,-118.2412,0111,"{3101,3401,3701,3004,0910}",30,F,Black,101,ALAMEDA,COMMERCIAL,20,13.3,1
190114208,2019-05-22,2019-05-22,10:00,downtown,34.0473,-118.2601,0162,"{3101,3401,3701,3004,3030,3034,3036}",38,Unknown,Hispanic,101,8TH,FLOWER,20,13.3,1
190114208,2019-05-22,2019-05-22,10:00,downtown,34.0473,-118.2601,0162,"{3101,3401,3701,3004,3030,3034,3036}",,Unknown,Hispanic,101,8TH,FLOWER,20,13.3,1
190114215,2019-05-22,2019-05-22,15:15,downtown,34.045,-118.264,0182,"{0605,3101,3401,3701,3004,3030}",20,F,Hispanic,101,FIGUEROA_ST,OLYMPIC_BL,20,13.3,1
190114225,2019-05-23,2019-05-23,01:50,downtown,34.0335,-118.2641,0195,"{3101,3401,3701,3011,3034,3030}",45,M,Other,101,BROADWAY,17TH_ST,17.8,13.3,0
190114233,2019-05-22,2019-05-23,19:50,downtown,34.0467,-118.252,0153,"{3101,3401,3701,3003,3025}",25,F,Other,101,GRAND_AV,7TH_ST,20,13.3,1
190114244,2019-05-22,2019-05-23,20:00,downtown,34.0487,-118.2588,0152,"{3101,3401,3701,3004,0910,3034}",63,F,Other,101,7TH_ST,FLOWER_ST,20,13.3,1
190114255,2019-05-23,2019-05-23,11:15,downtown,34.0603,-118.2439,0111,"{3101,3401,3701,3004,3030,1402}",61,M,White,101,CESAR_E_CHAVEZ_AV,W_GRAND_AV,17.8,13.3,0
190114258,2019-05-23,2019-05-23,12:40,downtown,34.0494,-118.2599,0162,"{3101,3401,3701,3004,0910,3036,3034}",49,F,Black,101,7TH_ST,FIGUEROA_ST,17.8,13.3,0
190114266,2019-05-23,2019-05-23,16:45,downtown,34.0491,-118.2558,0152,"{3101,3401,3701,3006,3030}",33,F,Black,101,5TH,MAPLE,17.8,13.3,0
190114271,2019-05-23,2019-05-23,14:30,downtown,34.0644,-118.2387,0111,"{3101,3401,3701,3004,3026,3036}",28,F,Hispanic,101,COLLEGE_ST,HILL_ST,17.8,13.3,0
190114276,2019-05-23,2019-05-23,13:45,downtown,34.0566,-118.2319,0119,"{3101,3401,3701,3004,3034}",43,M,White,101,CESAR_E_CHAVEZ,VIGNES,17.8,13.3,0
190114310,2019-05-24,2019-05-24,00:44,downtown,34.0473,-118.2566,0152,"{3101,3401,3701,3003,3026,3029,3036,1300}",38,Unknown,Hispanic,101,7TH_ST,GRAND_AV,21.7,11.7,0
190114310,2019-05-24,2019-05-24,00:44,downtown,34.0473,-118.2566,0152,"{3101,3401,3701,3003,3026,3029,3036,1300}",,Unknown,Hispanic,101,7TH_ST,GRAND_AV,21.7,11.7,0
190114311,2019-05-23,2019-05-23,21:10,downtown,34.0483,-118.2631,0161,"{3101,3401,3701,3004,3025,0947,3036,3602,1300}",41,M,Other,101,W_GEORGIA_ST,JAMES_M_WOOD_ST,17.8,13.3,0
190114321,2019-05-23,2019-05-23,17:55,downtown,34.0479,-118.2612,0161,"{3101,3401,3701,3004,3030,1501}",33,F,White,101,FIGUEROA,8TH,17.8,13.3,0
190114322,2019-05-24,2019-05-24,07:25,downtown,34.0558,-118.2294,0119,"{3101,3401,3701,3006,3026,3036}",31,M,Other Asian,101,CESAR_E_CHAVEZ,LYON,21.7,11.7,0
190114332,2019-05-24,2019-05-24,12:00,downtown,34.0537,-118.2455,0123,"{3101,3401,3701,3004,3026}",52,M,Hispanic,101,1ST,BROADWAY,21.7,11.7,0
190114335,2019-05-23,2019-05-24,11:50,downtown,34.068,-118.2359,0105,"{3101,3401,3701,3011,3030,3032}",45,M,White,108,DOYLE_PL,COTTAGE_HOME_ST,17.8,13.3,0
190114366,2019-05-24,2019-05-24,16:10,downtown,34.0511,-118.2381,0127,"{3101,3401,3701,3003,3026,3032}",35,F,Hispanic,101,TEMPLE,ALAMEDA,21.7,11.7,0
190114367,2019-05-24,2019-05-24,14:30,downtown,34.0637,-118.2361,0118,"{3101,3401,3701,3004,3030}",38,F,Hispanic,101,COLLEGE_ST,SPRING_ST,21.7,11.7,0
190114368,2019-05-24,2019-05-24,16:30,downtown,34.0467,-118.2427,0138,"{3101,3401,3701,3008,3025,3029}",67,M,Hispanic,101,SAN_PEDRO,BOYD,21.7,11.7,0
190114404,2019-05-24,2019-05-25,14:20,downtown,34.0615,-118.2412,0111,"{3101,3401,3701,3004,3030,3036}",51,M,Black,101,BEAUDRY_ST,SUNSET_BL,21.7,11.7,0
190114410,2019-05-25,2019-05-25,12:45,downtown,34.0407,-118.2468,0166,"{3101,3401,3701,3003,3026}",50,F,Black,101,7TH_ST,SAN_PEDRO,21.7,13.3,0
190114422,2019-05-25,2019-05-25,13:30,downtown,34.0444,-118.2628,0182,"{1501,3101,3401,3701,3004,3025,3036}",33,M,Hispanic,101,FLOWER,OLYMPIC,21.7,13.3,0
190114434,2019-05-25,2019-05-25,06:00,downtown,34.0416,-118.262,0182,"{3101,3401,3701,3006,3030}",52,M,White,101,GRAND_AV,11TH_ST,21.7,13.3,0
190114478,2019-05-26,2019-05-26,06:10,downtown,34.0495,-118.2494,0134,"{3101,3401,3701,3026,3029,3036}",29,F,Black,101,4TH_ST,BROADWAY,16.7,11.7,1
190114484,2019-05-26,2019-05-26,00:40,downtown,34.0493,-118.2418,0128,"{3101,3401,3701,3004,3026,3036}",24,M,Hispanic,101,2ND_ST,LOS_ANGELES,16.7,11.7,1
190114485,2019-05-26,2019-05-26,07:20,downtown,34.0551,-118.2545,0132,"{3101,3401,3701,3004,3026,3036}",28,M,Hispanic,101,3RD_ST,FIGUEROA_ST,16.7,11.7,1
190114486,2019-05-25,2019-05-26,21:30,downtown,34.0588,-118.2369,0111,"{3101,3401,3701,3003,3026,3029}",52,M,White,108,ALAMEDA_ST,CESAR_E_CHAVEZ,21.7,13.3,0
190114540,2019-05-27,2019-05-27,01:00,downtown,34.0639,-118.2446,0111,"{3101,3401,3701,3006,3030}",50,M,Hispanic,101,ALPINE_ST,BUNKER_HILL_AV,20,9.4,0
190114542,2019-05-26,2019-05-26,02:35,downtown,34.0459,-118.2545,0152,"{3101,3401,3701,3011,3025,0947,3602}",29,F,Hispanic,101,7TH_ST,HILL_ST,16.7,11.7,1
190114545,2019-05-25,2019-05-27,11:45,downtown,34.0401,-118.2459,0157,"{3101,3401,3701,3004,3026,0947}",49,M,Black,101,7TH_ST,CROCKER_ST,21.7,13.3,0
190114553,2019-01-27,2019-05-27,09:36,downtown,34.0439,-118.2479,0155,"{3101,3401,3701,3011,3026}",55,M,Black,101,6TH,MAPLE,25,10.6,0
190114580,2019-05-27,2019-05-27,23:00,downtown,34.0563,-118.2374,0119,"{3101,3401,3701,3011,3801,0910,1501}",38,F,Hispanic,101,unknown,unknown,20,9.4,0
190114580,2019-05-27,2019-05-27,23:00,downtown,34.0563,-118.2374,0119,"{3101,3401,3701,3011,3801,0910,1501}",,F,Hispanic,101,unknown,unknown,20,9.4,0
190114580,2019-05-27,2019-05-27,23:00,downtown,34.0563,-118.2374,0119,"{3101,3401,3701,3011,3801,0910,1501}",,F,Hispanic,101,,,20,9.4,0
190114593,2019-05-28,2019-05-28,02:40,downtown,34.0407,-118.2468,0157,"{3101,3401,3701,3004,3030,3036}",38,Unknown,Hispanic,101,7TH,SAN_PEDRO,21.7,12.8,0
190114593,2019-05-28,2019-05-28,02:40,downtown,34.0407,-118.2468,0157,"{3101,3401,3701,3004,3030,3036}",,Unknown,Hispanic,101,7TH,SAN_PEDRO,21.7,12.8,0
190114610,2019-05-28,2019-05-28,06:00,downtown,34.0663,-118.2302,0118,"{3101,3401,3701,3006,3030}",38,M,Hispanic,101,CARDINAL_ST,MAIN_ST,21.7,12.8,0
190114610,2019-05-28,2019-05-28,06:00,downtown,34.0663,-118.2302,0118,"{3101,3401,3701,3006,3030}",,M,Hispanic,101,CARDINAL_ST,MAIN_ST,21.7,12.8,0
190114615,2019-05-28,2019-05-28,13:45,downtown,34.0383,-118.2327,0159,"{0605,3101,3401,3701,4024,3004,3030,3034}",55,M,Hispanic,101,MATEO,E_6TH_ST,21.7,12.8,0
190114624,2019-05-28,2019-05-28,16:15,downtown,34.0382,-118.2384,0159,"{3101,3401,3701,3004,3026,3036}",60,M,Black,101,ALAMEDA,6TH,21.7,12.8,0
190114626,2019-05-28,2019-05-28,15:40,downtown,34.048,-118.2577,0152,"{3101,3401,3701,3009,3025}",28,M,Vietnamese,101,HOPE,WILSHIRE,21.7,12.8,0
190114627,2019-05-28,2019-05-28,15:45,downtown,34.0557,-118.2436,0123,"{3101,3401,3701,3004,3034}",50,M,Hispanic,101,TEMPLE,SPRING,21.7,12.8,0
190114638,2019-05-28,2019-05-29,17:30,downtown,34.0437,-118.2617,0182,"{3101,3401,3701,3004,3026,3029}",37,M,White,101,OLYMPIC_BL,GRAND_AV,21.7,12.8,0
190114642,2019-05-28,2019-05-29,17:35,downtown,34.0396,-118.2671,0192,"{3101,3401,3701,3004,3026,3029}",64,F,White,101,FLOWER_ST,PICO_BL,21.7,12.8,0
190114691,2019-05-28,2019-05-28,16:35,downtown,34.0688,-118.2333,0105,"{3101,3401,3701,3004,3026,3036}",34,F,Hispanic,101,BISHOPS_RD,N_BROADWAY,21.7,12.8,0
190114693,2019-05-29,2019-05-29,05:55,downtown,34.0545,-118.2378,0111,"{3101,3401,3701,3004,3034,3036}",34,F,Hispanic,101,ALAMEDA_ST,ARCADIA_ST,25,13.9,0
190114695,2019-05-29,2019-05-29,06:20,downtown,34.0496,-118.2458,0135,"{3101,3401,3701,3004,3034}",91,F,Other Asian,101,MAIN_ST,3RD_ST,25,13.9,0
190114708,2019-05-29,2019-05-29,15:25,downtown,34.0544,-118.2535,0132,"{3101,3401,3701,3004,3026,3036,3602}",24,F,Hispanic,101,3RD_ST,FLOWER_ST,25,13.9,0
190114709,2019-05-29,2019-05-29,16:45,downtown,34.059,-118.2369,0119,"{3101,3401,3701,3006,3030,3032}",27,M,Other,101,ALAMEDA_ST,BAUCHET_ST,25,13.9,0
190114712,2019-05-29,2019-05-29,18:55,downtown,34.0347,-118.2645,0195,"{3101,3401,3701,3004,3030}",26,F,Hispanic,101,HILL_ST,VENICE_BL,25,13.9,0
190114713,2019-05-29,2019-05-29,18:45,downtown,34.0549,-118.2395,0112,"{3101,3401,3701,3004,3036}",37,M,Other Asian,101,ALISO,LOS_ANGELES,25,13.9,0
190114718,2019-05-29,2019-05-29,15:20,downtown,34.0317,-118.2641,0195,"{3101,3401,3701,3004,3030}",20,F,Hispanic,101,unknown,unknown,25,13.9,0
190114718,2019-05-29,2019-05-29,15:20,downtown,34.0317,-118.2641,0195,"{3101,3401,3701,3004,3030}",20,F,Hispanic,101,,,25,13.9,0
190114724,2019-05-29,2019-05-30,22:25,downtown,34.0346,-118.2301,0159,"{3101,3401,3701,3006,3030}",29,F,White,101,SANTA_FE_AV,JESSE_ST,25,13.9,0
190114737,2019-05-30,2019-05-30,08:55,downtown,34.0488,-118.25,0143,"{3101,3401,3701,3004,3026,3036,3034}",44,M,Other,101,4TH_ST,TOWNE_ST,24.4,15,0
190114759,2019-05-22,2019-05-23,00:01,downtown,34.0445,-118.2523,0164,"{3101,3401,3701,3006,3030}",35,M,Hispanic,101,W_7TH_ST,S_SPRING_ST,20,13.3,1
190114778,2019-04-30,2019-05-29,08:05,downtown,34.0547,-118.2505,0132,"{3101,3401,3701,3006,3030,3032}",57,M,White,101,unknown,unknown,19.4,13.9,0
190114778,2019-04-30,2019-05-29,08:05,downtown,34.0547,-118.2505,0132,"{3101,3401,3701,3006,3030,3032}",57,M,White,101,,,19.4,13.9,0
190114779,2019-04-30,2019-04-30,16:27,downtown,34.0498,-118.24,0128,"{3101,3401,3701,3006,3030,3032,3102}",22,M,Chinese,101,unknown,unknown,19.4,13.9,0
190114779,2019-04-30,2019-04-30,16:27,downtown,34.0498,-118.24,0128,"{3101,3401,3701,3006,3030,3032,3102}",22,M,Chinese,101,,,19.4,13.9,0
190114788,2019-05-30,2019-05-30,10:18,downtown,34.0551,-118.2545,0132,"{3101,3401,3701,3004,3030,3036}",46,M,Other,101,3RD_ST,FIGUEROA,24.4,15,0
190114789,2019-05-30,2019-05-30,13:15,downtown,34.0335,-118.2619,0195,"{3101,3401,3701,3004,3034}",99,M,Other,101,9TH_ST,MAIN_ST,24.4,15,0
190114798,2019-05-30,2019-05-30,12:00,downtown,34.0517,-118.2491,0134,"{3101,3401,3701,3004,3030}",31,F,Black,101,3RD_ST,HILL_ST,24.4,15,0
190114803,2019-05-30,2019-05-30,12:05,downtown,34.0511,-118.2597,0151,"{3101,3401,3701,3004,3030}",43,M,Hispanic,101,WILSHIRE_BL,BEAUDRY_AV,24.4,15,0
190114819,2019-05-30,2019-05-30,22:29,downtown,34.0527,-118.2398,0127,"{3101,3401,3701,3012,3034,3032}",19,M,Other,108,TEMPLE_ST,JUDGE_JOHN_A,24.4,15,0
190114851,2019-05-28,2019-05-28,18:15,downtown,34.0549,-118.2395,0112,"{3101,3401,3701,3004,3026,3036}",23,M,White,101,ALISO_ST,LOS_ANGELES_ST,21.7,12.8,0
190114857,2019-05-31,2019-05-31,10:15,downtown,34.0426,-118.2412,0148,"{3101,3401,3701,3016,3026,3036}",44,M,Hispanic,101,5TH_ST,STANFORD_AV,22.2,15,0
190114870,2019-05-31,2019-05-31,14:00,downtown,34.0472,-118.2339,0139,"{3101,3401,3011,3025,3701}",37,M,Hispanic,101,2ND,VIGNES,22.2,15,0
190114872,2019-05-31,2019-05-31,17:45,downtown,34.0541,-118.2417,0112,"{3101,3401,3701,3004,3026}",43,F,Hispanic,101,MAIN_ST,TEMPLE_ST,22.2,15,0
190114875,2019-05-31,2019-05-31,15:35,downtown,34.0554,-118.2404,0112,"{3101,3401,3701,3008,3026,3036}",68,M,Other Asian,101,ALISO,MAIN,22.2,15,0
190114881,2019-05-31,2019-05-31,16:15,downtown,34.0405,-118.2567,0185,"{3101,3401,3701,3008,3025}",34,M,Hispanic,102,MAIN,OLYMPIC,22.2,15,0
190114913,2019-05-29,2019-05-31,09:00,downtown,34.0496,-118.2458,0135,"{3101,3401,3701,3004,3026,3029}",29,F,Other Asian,101,3RD_ST,MAIN_ST,25,13.9,0
190114936,2019-05-30,2019-06-01,13:40,downtown,34.0673,-118.2354,0105,"{3101,3401,3701,3006,3030,3032}",55,M,Black,108,BROADWAY_AV,COTTAGE_HOME_ST,24.4,15,0
190114947,2019-06-01,2019-06-01,09:00,downtown,34.0581,-118.2371,0119,"{3102,3401,3701,4024,3011,3002,3034,0605,3032}",99,M,Other,101,ALAMEDA,CESAR_E_CHAVEZ,19.4,16.1,0
190114995,2019-06-02,2019-06-02,00:15,downtown,34.0627,-118.2463,0111,"{3101,3401,3701,3006,3030}",25,M,Hispanic,101,FIGUEROA,SUNSET,19.4,15.6,0
190114996,2019-06-02,2019-06-02,12:45,downtown,34.0502,-118.254,0142,"{3101,3401,3701,3006,3030}",33,M,Other Asian,101,GRAND_AV,5TH_ST,19.4,15.6,0
190115006,2019-06-02,2019-06-02,16:25,downtown,34.0407,-118.2541,0176,"{3101,3401,3701,3009,3026}",49,M,Hispanic,101,LOS_ANGELES_ST,9TH_ST,19.4,15.6,0
190115025,2019-06-02,2019-06-02,04:10,downtown,34.0395,-118.2527,0176,"{1501,3101,3401,3701,3004,3026,3029,3036}",35,F,Black,101,MAPLE_AV,9TH_ST,19.4,15.6,0
190115026,2019-06-01,2019-06-01,23:40,downtown,34.0488,-118.2518,0152,"{1501,3101,3401,3701,3004,3030}",54,M,White,101,5TH_ST,W_HILL_ST,19.4,16.1,0
190115028,2019-06-02,2019-06-03,20:25,downtown,34.0616,-118.2363,0111,"{3101,3401,3701,3004,3026,3036,3602}",60,F,Hispanic,101,N_ALAMEDA_ST,ALPINE_ST,19.4,15.6,0
190115040,2019-05-26,2019-05-30,21:00,downtown,34.0511,-118.2336,0129,"{3004,3101,3401,3701,3030}",67,M,Hispanic,101,ALAMEDA,N_4TH_ST,16.7,11.7,1
190115061,2019-05-30,2019-05-31,12:20,downtown,34.0451,-118.27,0181,"{3101,3401,3701,3030}",59,M,Other Asian,101,W_CHICK_HEARN_CT,LA_LIVE_WY,24.4,15,0
190115064,2019-06-02,2019-06-02,20:35,downtown,34.043,-118.2341,0159,"{3101,3401,3701,3008,3026,3036}",32,M,White,101,4TH_ST,MOLINO,19.4,15.6,0
190115067,2019-04-20,2019-05-30,15:45,downtown,34.0474,-118.2496,0143,"{0605,3101,3401,3701,4011,3004,3030,3036}",38,M,Other,101,SPRING,5TH,18.9,13.9,0
190115067,2019-04-20,2019-05-30,15:45,downtown,34.0474,-118.2496,0143,"{0605,3101,3401,3701,4011,3004,3030,3036}",,M,Other,101,SPRING,5TH,18.9,13.9,0
190115097,2019-06-03,2019-06-03,17:00,downtown,34.0502,-118.2574,0152,"{3101,3401,3701,3004,3034,3026}",22,M,Hispanic,101,FLOWER_ST,5TH_ST,21.1,15.6,0
190115098,2019-06-03,2019-06-03,15:55,downtown,34.0449,-118.2458,0147,"{3101,3701,3003,3026,3029,1218,3401}",47,M,Hispanic,101,WALL_ST,WINSTON_ST,21.1,15.6,0
190115144,2019-06-04,2019-06-04,11:00,downtown,34.0391,-118.2581,0185,"{0605,3101,3401,3701,4024,3004,3034}",54,M,Hispanic,101,MAIN_ST,11TH_ST,23.3,16.1,0
190115145,2019-06-04,2019-06-04,10:30,downtown,34.043,-118.242,0148,"{0605,3101,3401,3701,4024,0947,3012,3025,3036}",32,F,Hispanic,101,5TH,CROCKER,23.3,16.1,0
190115148,2019-06-04,2019-06-04,12:30,downtown,34.0472,-118.2351,0139,"{0605,3101,3401,3701,4024,3004,3034}",54,M,White,101,GAREY_ST,2ND_ST,23.3,16.1,0
190115153,2019-06-04,2019-06-04,13:20,downtown,34.0438,-118.2416,0148,{},29,F,Hispanic,108,WINSTON_ST,SAN_PEDRO_ST,23.3,16.1,0
190115165,2019-06-04,2019-06-04,16:55,downtown,34.0637,-118.2361,0111,"{0605,3101,3401,3701,4024,3004,3026,3029,1309,1501}",18,F,Other,101,SPRING_ST,ALPINE_ST,23.3,16.1,0
190115166,2019-06-04,2019-06-04,15:00,downtown,34.0445,-118.2523,0164,"{3103,3401,3701,4024,3034,3006,0605}",46,F,Hispanic,101,7TH_ST,SPRING_ST,23.3,16.1,0
190115199,2019-06-04,2019-06-05,22:55,downtown,34.0419,-118.2485,0166,"{0605,3103,3401,3701,3003,3002,3024,3034}",50,M,Hispanic,101,WALL_ST,7TH_ST,23.3,16.1,0
190115201,2019-06-05,2019-06-05,08:13,downtown,34.0446,-118.249,0154,"{0605,3101,3401,3701,4024,3002,3004,3034}",52,F,White,101,LOS_ANGELES_ST,6TH_ST,23.9,17.2,0
190115206,2019-06-05,2019-06-05,04:10,downtown,34.0423,-118.2452,0157,"{0605,3101,3401,3701,3004,3029,3026,3036,4001}",36,F,Hispanic,101,6TH_ST,SAN_PEDRO,23.9,17.2,0
190115210,2019-06-05,2019-06-05,08:10,downtown,34.0389,-118.2643,0182,"{0605,3101,3401,3701,4024,3004,3034}",30,F,White,101,GRAND_AV,PICO_BL,23.9,17.2,0
190115211,2019-06-04,2019-06-05,15:50,downtown,34.0433,-118.2504,0174,"{3101,3401,3701,3004,3030}",41,M,Hispanic,101,7TH_ST,LOS_ANGELES,23.3,16.1,0
190115216,2019-06-05,2019-06-05,07:14,downtown,34.0549,-118.2395,0112,"{0605,3101,3401,3701,4024,3004,3036,3034}",55,F,Other Asian,101,ALISO,LOS_ANGELES,23.9,17.2,0
190115224,2019-06-05,2019-06-05,09:55,downtown,34.0394,-118.2405,0158,"{0605,3101,3401,3701,4024,0947,3011,3029,3026,3036}",29,F,Black,101,6TH_ST,KOHLER_ST,23.9,17.2,0
190115241,2019-06-05,2019-06-05,17:20,downtown,34.0382,-118.2384,0159,"{0605,3101,3401,3701,4024,3004,3026}",56,M,Hispanic,101,ALAMEDA_ST,6TH_ST,23.9,17.2,0
190115275,2019-06-05,2019-06-06,21:20,downtown,34.0459,-118.2579,0162,"{0605,3101,3401,3701,3003,3026,3036,4001}",38,M,Black,101,GRAND_AV,8TH_ST,23.9,17.2,0
190115306,2019-06-06,2019-06-06,07:40,downtown,34.0527,-118.2398,0127,"{0605,3101,3401,3701,4024,3004,3002,3034}",64,M,Black,101,JUDGE_JOHN_A_ST,TEMPLE_ST,23.9,17.2,0
190115308,2019-06-05,2019-06-06,22:00,downtown,34.0448,-118.2474,0155,"{0605,3102,3401,3701,4024,3012,0947,3025}",31,M,White,101,2ND_ST,GAREY_ST,23.9,17.2,0
190115325,2019-06-06,2019-06-06,13:00,downtown,34.0554,-118.2404,0112,"{0605,3101,3401,4001,3004,3034,3701,1501}",26,M,Hispanic,101,ALISO,MAIN,23.9,17.2,0
190115329,2019-06-06,2019-06-06,17:20,downtown,34.0479,-118.2612,0162,"{0605,3101,3401,3701,4024,3004,3026,3036}",33,F,Hispanic,101,8TH_ST,FIGUEROA_ST,23.9,17.2,0
190115340,2019-06-05,2019-06-05,12:25,downtown,34.0487,-118.2588,0162,"{0605,3101,3401,3701,4002,3004,3034}",22,M,Hispanic,101,W_7TH_ST,W_FLOWER_ST,23.9,17.2,0
190115343,2019-06-06,2019-06-07,14:00,downtown,34.0481,-118.2542,0152,"{0605,3101,3401,3701,4013,3004,3034}",51,M,Black,101,6TH_ST,OLIVE_ST,23.9,17.2,0
190115375,2019-06-06,2019-06-07,22:50,downtown,34.0445,-118.2558,0162,"{0605,3101,3401,3701,3030,3032}",32,M,Other Asian,101,8TH_ST,HILL_ST,23.9,17.2,0
190115398,2019-06-07,2019-06-07,13:15,downtown,34.0627,-118.2463,0111,"{0605,3101,3401,3701,4002,3004,3025,3029}",58,M,Hispanic,101,SUNSET_BL,FIGUEROA,22.2,16.7,0
190115450,2019-06-07,2019-06-07,10:40,downtown,34.0544,-118.2466,0132,"{0605,3101,3401,3701,4020,3004,3026}",58,M,Korean,101,1ST,HILL,22.2,16.7,0
190115461,2019-06-07,2019-06-07,18:50,downtown,34.0467,-118.2411,0138,"{4001,0605,3101,3401,3701,3004,3025}",20,F,Black,101,3RD,SAN_PEDRO,22.2,16.7,0
190115473,2019-06-08,2019-06-08,17:25,downtown,34.0335,-118.2619,0195,"{3101,0605,3401,3701,4024,3008,3029,3025}",51,M,Hispanic,101,LOS_ANGELES_ST,13TH_ST,26.1,17.2,0
190115495,2019-06-09,2019-06-09,01:00,downtown,34.0478,-118.2454,0135,"{0605,3101,3401,3701,4024,3006,3030}",28,M,White,101,LOS_ANGELES_ST,BOYD_ST,27.8,17.2,0
190115499,2019-06-08,2019-06-09,01:15,downtown,34.0495,-118.2563,0152,"{2004,0605,3102,3401,3701,4024,3003,3029,3032}",27,M,White,101,6TH_ST,HOPE_ST,26.1,17.2,0
190115500,2019-06-07,2019-06-09,22:15,downtown,34.0607,-118.2494,0121,"{0605,3101,3401,3701,4024,3004,3030}",27,M,Other,101,TEMPLE_ST,FIGUEROA_ST,22.2,16.7,0
